sessionId (id),page (text),latency (int),timeOnPage (float)
388cea01,explore,76,114.896
b688a066,welcome,19,40.518
b82c53e0,welcome,17,30.773
b89358fa,query,98,428.803
37a1058d,welcome,60,26.438
b871cdab,query,183,303.235
3924671c,welcome,107,31.981
382db31a,welcome,19,24.583
38e9c25e,query,17,456.746
37f9de59,index,11,75.051
38dfb031,explore,54,14.421
34a81b8f,explore,207,174.451
b86cb46d,query,68,366.541
b8a57e40,query,93,390.978
b5da8408,index,15,34.504
387554d0,explore,40,114.699
b8391a61,welcome,7,28.356
b8b14542,explore,104,181.092
38ebf974,index,4,66.546
38a7586c,query,85,293.635
b6bfc32c,query,233,303.174
b866983b,welcome,32,38.045
b8e2850c,query,27,443.141
3.92E+09,welcome,21,32.773
b925aacd,explore,22,125.907
b9a11327,query,333,337.369
384f2238,welcome,10,31.509
b898d23e,index,4,32.999
b63ebe25,index,53,52.815
39163a9b,query,104,311.081
39463fd5,explore,152,81.254
b86cb46d,query,149,374.985
3861d537,explore,83,144.324
b8997f4c,query,17,379.748
b7b187ea,query,71,328.096
38edab26,welcome,60,33.436
b7f5bb66,explore,43,101.927
3910ea02,query,102,313.751
b8b1fce4,explore,229,172.256
37dbf1b8,explore,119,137.3
b78e0dd7,explore,208,130.623
38c78d69,explore,186,138.581
b8b1fce4,index,27,10.637
b6b8e96f,query,78,410.006
b9a11327,explore,72,72.967
b98f41a7,explore,86,204.308
b8f51d3a,query,38,392.441
3794ed75,welcome,9,31.386
37e8bad2,welcome,88,34.805
3962b232,explore,48,65.4
b73cf870,explore,22,73.756
b874f71a,welcome,44,37.021
37db1c2e,,38,
b8d1dabb,explore,194,108.163
387e161c,welcome,7,13.717
b7b79d06,query,72,429.741
b8083d73,query,18,398.662
385d4712,query,39,356.952
b6b8e96f,explore,22,183.786
b89f9db4,welcome,7,26.492
3875fb10,welcome,22,24.032
382db31a,query,59,372.61
b821442d,explore,137,189.103
b7b187ea,query,70,414.598
3901fa95,,21,
3926e692,query,17,471.12
390a543e,index,4,45.31
3924671c,explore,87,53.928
b72e9d50,welcome,13,32.076
38b157d8,query,132,377.222
3431e690,welcome,38,31.25
b8b6d7a6,explore,117,131.171
b7006301,query,171,285.813
b88a09a7,index,27,77.38
382db31a,query,40,389.648
37b00432,query,39,383.877
b8e1fea6,query,30,461.788
385b8ebd,welcome,42,42.987
b8bb2174,,38,
b8bb2174,,99,
38551544,explore,32,129.79
38ebf974,query,54,512.068
b8cfbab8,query,251,424.844
b7f5bb66,query,58,421.59
b78e3163,explore,276,149.464
387950ec,query,81,458.557
b8f365e5,explore,22,98.984
b8884021,query,17,416.46
b7eff8f0,explore,26,149.555
38090141,query,17,382.331
387347f1,explore,132,156.463
b715fc7b,explore,266,92.03
b8eb4d4e,query,17,308.691
3899ccda,welcome,46,32.822
3905baf4,query,19,298.015
b9071e0f,welcome,47,46.01
39185800,index,15,56.93
386d2da5,welcome,48,36.593
b87cde16,explore,22,109.84
38876233,query,48,409.827
b8e6681d,query,29,369.75
3795b01d,query,17,350.209
38edf1a3,explore,22,109.749
385d4712,welcome,11,24.247
b9073d39,query,144,273.632
3901fa95,query,17,368.975
36efb219,query,17,392.926
389a5a09,query,67,425.099
3.89E+41,welcome,31,29.829
b94e2817,query,85,450.263
3928b75f,index,11,42.375
b821442d,query,17,444.66
b870db1c,explore,27,93.626
b826ffe7,explore,69,154.429
38b09a88,welcome,27,25.057
b8d3ccd1,,107,
b89358fa,query,138,370.908
382533f1,explore,86,78.694
b88659dd,index,5,76.864
3882b813,welcome,7,31.182
394857b7,query,34,356.793
3899ccda,query,34,423.352
394857b7,query,110,323.018
39048856,query,166,357.098
39048856,query,19,315.563
b87cde16,query,299,399.216
379b1d53,explore,105,138.084
b7d41379,query,17,335.991
38c354f3,explore,170,60.365
39185800,welcome,7,44.246
b913fa3d,welcome,7,32.265
b802185b,explore,118,127.512
b93a5bf5,explore,89,139.127
b7cf0af2,explore,43,76.588
b73cf870,query,163,393.546
3945ce3a,explore,25,131.213
37a1058d,explore,380,135.382
b909b158,explore,275,98.805
37cca1bf,,56,
b7f28310,query,328,417.585
38498b7e,query,71,433.414
b8acdbe3,explore,147,48.856
3928b75f,welcome,19,31.578
b914e7a0,explore,22,68.109
b871cdab,welcome,44,22.565
37f37c41,explore,298,114.024
b8d3ccd1,query,48,337.423
b8e1fea6,explore,31,114.896
b821442d,welcome,23,21.998
3809ff9f,explore,22,184.72
38c46841,explore,111,157.433
383abed1,query,20,380.751
38be11d8,welcome,30,31.267
b800ff0e,,12,
b925aacd,welcome,8,28.907
b6f8d90b,index,32,45.734
b7711fd2,explore,344,90.928
b82c53e0,welcome,12,12.653
389a5a09,query,171,359.727
38dfb031,query,47,378.539
b76cdcea,explore,71,141.486
3707fb77,query,170,381.233
b904fd6c,explore,200,93.83
38da9d49,explore,223,168.874
39244681,query,17,403.418
b94e2817,explore,22,147.313
37f9de59,explore,50,103.354
389a5a09,welcome,24,22.437
383abed1,query,96,382.84
b78ab09a,explore,22,122.424
3926e692,explore,83,93.28
b82c53e0,explore,274,142.969
38fa3202,,160,
b78d0280,welcome,30,34.358
b6e9962b,query,17,395.332
37dd5930,welcome,42,20.16
b68320d1,welcome,26,18.535
b8da46e6,query,31,438.365
b821442d,explore,46,160.919
b78b6241,query,174,315.416
b727c7ed,query,79,431.946
b8bba093,explore,37,172.409
b842859b,query,36,383.586
36a0d5ec,explore,260,71.438
b853d519,index,18,31.199
b8b7a428,welcome,19,27.383
37a6168f,query,27,368.309
38551544,,21,
38bf4757,,99,
39098b28,query,30,389.647
38b53b45,welcome,19,39.387
b99b685a,query,126,418.034
b891a53e,query,47,420.096
b8b7a428,explore,22,133.793
38a2afc1,explore,26,136.463
37d6bbaf,query,17,302.053
b913fa3d,index,31,50.012
3861d537,welcome,72,27.488
b6bfc32c,query,17,307.824
b8bff102,explore,22,96.675
b7b79d06,welcome,7,28.189
383abed1,welcome,51,42.251
b8e6681d,query,26,426.384
b72f7963,explore,341,53.256
38d0167a,,21,
b6a42ef9,explore,41,29.334
b8b6d7a6,query,27,347.651
b7f28310,query,76,400.584
38071ebe,query,20,371.398
b8997f4c,query,47,304.086
36a0d5ec,,96,
38071ebe,explore,56,98.208
3901fa95,query,171,399.669
b7006301,explore,339,101.448
b8c83caf,explore,127,132.586
b8f365e5,explore,67,72.274
b8a7d0b8,welcome,52,29.331
b8d19bd2,welcome,16,29.377
b9315418,welcome,66,29.39
3845e841,welcome,102,30.322
b9a11327,index,12,51.244
3910ea02,,10,
b8997506,query,55,396.371
38071ebe,query,17,464.684
b8e2850c,welcome,7,31.533
b92cb918,query,17,356.643
b4d56bdc,query,174,352.96
39185800,welcome,11,30.053
b9069c73,query,239,378.841
3857dfc6,,10,
b91b59ef,explore,66,89.458
38e7e056,explore,116,87.893
b880fe2e,query,57,318.071
3884d3b8,query,17,315.118
b788a64e,,23,
b8a3ab17,welcome,9,21.754
3707fb77,query,17,417.808
3945ce3a,query,306,408.218
b8d358f0,welcome,42,45.359
b9315418,index,4,81.238
b8d66d35,query,17,347.806
38a7586c,index,20,50.41
380f0830,explore,117,82.135
38a7586c,welcome,187,33.418
3875fb10,query,57,416.186
3857dfc6,query,17,357.04
380f0830,welcome,85,37.33
382533f1,query,268,337.625
b8569c03,index,75,50.541
37c64359,explore,192,44.579
b7dc6a9a,query,120,249.181
b88659dd,explore,132,177.768
b78ab09a,query,21,447.092
b8bba093,query,174,296.708
b85d00a8,index,19,42.214
b898d23e,explore,48,157.066
38071ebe,welcome,7,27.643
3794ed75,explore,181,162.084
b94e2817,query,284,322.897
b8a3ab17,index,30,70.343
b816ed50,query,152,347.63
b870db1c,explore,24,99.969
b8aff57d,query,61,368.457
b8989f91,query,29,287.912
b97b1f52,query,109,462.427
b88a09a7,query,17,392.441
38a9f6f5,welcome,7,34.171
3801f09c,explore,97,101.814
b8e2850c,query,91,337.722
3858424d,explore,45,145.87
379141c9,index,27,33.809
b89e1007,query,20,407.174
b780efe5,explore,233,158.123
3988f9c2,query,144,275.15
38acbfc9,query,82,297.881
3901fa95,explore,52,149.751
38731251,welcome,41,13.264
395db9dc,query,124,323.053
3988f9c2,explore,54,101.73
37921011,index,31,59.945
37cca1bf,explore,22,64.799
4.00E+101,query,113,394.407
38d3b1c9,,68,
b8aff57d,welcome,56,27.598
3901fa95,explore,101,189.359
38b157d8,query,75,321.671
b8a61c3d,query,17,374.111
b904fd6c,welcome,8,24.205
39041af1,query,79,336.16
388473f3,explore,320,149.205
b88659dd,explore,24,15.853
382345b2,query,29,426.533
38e75f40,query,39,321.533
b8ee782d,,12,
3744b737,explore,70,91.304
b70bcb2c,query,252,495.613
b866983b,welcome,9,31.846
b7cd9fae,query,160,383.411
37e627d2,,94,
b70bcb2c,welcome,25,47.703
38d9e91d,explore,108,142.757
38b53b45,welcome,96,31.786
b86cb46d,explore,22,127.606
38c46841,index,12,65.921
3945ce3a,,27,
387554d0,explore,87,114.956
38b157d8,query,172,407.297
b8817cf7,explore,22,76.926
38b6b950,query,99,294.819
b4d56bdc,query,62,341.149
b91b59ef,explore,413,189.258
b63ebe25,query,47,375.506
b8997506,explore,53,93.124
b8b7a428,explore,22,149.969
b887db02,query,44,316.551
b95624a3,explore,22,87.679
37a1058d,query,44,286.741
b89e1007,query,75,289.081
392269f6,explore,445,46.015
37295f54,query,83,418.688
38e9c25e,query,34,357.068
3825c62e,,138,
38551544,explore,65,137.765
38edf1a3,query,237,416.526
b8cfbab8,explore,150,73.601
3959531f,query,69,456.739
37f37c41,welcome,69,37.645
3941ab5f,query,19,360.245
39048856,explore,46,149.245
b8e1fea6,explore,91,111.847
3707fb77,explore,35,140.742
37f37c41,query,120,382.996
b7006301,query,177,389.523
38dbc151,query,40,448.83
b688a066,explore,158,140.198
384f2238,welcome,7,28.511
3988f9c2,query,182,378.853
b8a7d0b8,query,17,422.893
3926e692,explore,106,58.116
36d0a1dc,welcome,7,31.437
b91b59ef,query,38,336.787
b684a433,explore,144,101.054
3911c751,query,17,370.583
37f9de59,index,18,29.124
b6990fc2,,10,
3849c6fb,query,17,344.498
b79faab0,query,30,390.271
382533f1,,36,
b80488d1,welcome,37,31.731
392c9861,welcome,67,25.128
b6990fc2,explore,22,68.366
b72f7963,query,17,381.95
b8bb10b7,explore,25,105.125
370571d4,query,53,370.292
385b8ebd,welcome,37,37.872
3910ea02,explore,173,113.721
b9322811,welcome,75,10.296
381dc512,query,174,422.676
385bf153,query,47,290.734
b842859b,explore,22,93.958
b8391a61,explore,123,141.634
38678694,,38,
38d9e91d,query,69,360.256
b7e1c8a3,query,72,456.952
3431e690,index,52,56.899
b8b0e081,query,64,532.046
3945ce3a,query,202,445.496
36efb219,query,17,448.571
370571d4,explore,298,89.825
3899ea49,explore,22,118.421
38e7e056,explore,24,91.47
b8ee782d,query,29,340.57
b7eff8f0,explore,22,93.188
b915b875,query,75,322.741
b6e567e4,explore,218,91.431
b94a5b1f,welcome,7,33.587
b9011f98,index,10,51.241
38da9d49,query,17,275.316
397850c1,index,4,54.414
38946284,,172,
381dc512,query,17,453.286
b7f28310,,35,
3882b813,index,25,56.028
392c9861,query,17,434.443
b97b1f52,query,17,406.322
395db9dc,query,31,394.801
b9011f98,explore,141,89.503
b8d56faf,explore,22,31.245
38a271d8,query,63,426.309
388473f3,query,483,344.611
b98f41a7,index,8,65.265
39463fd5,explore,33,146.424
382533f1,welcome,12,36.027
b78ab09a,explore,269,79.82
b8b1fce4,explore,40,173.398
b915b875,,12,
392c9861,explore,72,141.939
38790dde,query,22,485.138
b8b7a428,welcome,11,42.057
37c64359,index,5,47.576
38e75f40,query,17,379.446
b94a5b1f,explore,24,133.485
3945ce3a,query,148,393.252
b6e9962b,explore,44,158.502
b63ebe25,welcome,7,23.245
390d228a,explore,23,138.029
3899ccda,query,38,414.938
b97b1f52,query,38,352.151
b7cd9fae,index,9,46.817
b9058a3a,explore,402,115.435
39185800,welcome,16,18.323
37ad3faf,query,53,565.101
380659cb,query,119,323.923
b87c4065,query,62,415.997
b8cfbab8,query,17,284.031
b69d376c,explore,81,107.168
b895837d,welcome,7,32.753
385b8ebd,query,95,423.94
b7fddf00,query,32,228.157
b9315418,query,161,277.33
3472f217,explore,74,8.774
39449ddc,welcome,53,46.888
b95624a3,index,11,33.997
3875fb10,,10,
b957115e,welcome,7,35.577
3910ea02,query,114,329.459
38106d1a,,102,
38551544,welcome,22,27.889
b8f51d3a,query,167,398.404
b7711fd2,explore,231,107.145
385539b2,explore,22,187.453
b63335a2,explore,22,134.062
b7b79d06,welcome,89,40.845
b870db1c,query,17,365.778
396a04f5,explore,329,152.639
38731251,query,73,428.785
385d4712,welcome,58,48.58
b8da46e6,query,32,397.671
b7e9cf39,explore,28,110.96
b8c09db8,welcome,103,16.318
3431e690,explore,50,111.093
37295f54,explore,179,158.267
b85d00a8,explore,155,76.274
b89e1007,explore,36,127.556
3962b232,query,105,381.732
38c9120d,query,82,471.091
37dd5930,explore,50,50.547
b961b7f3,welcome,30,29.764
b7b11343,welcome,7,24.942
b8997506,query,72,441.949
38aafec6,index,13,42.354
383abed1,query,73,338.454
b80488d1,query,108,444.354
370571d4,welcome,7,31.029
b871cdab,query,69,421.441
b788a64e,explore,22,189.251
b7cf0af2,explore,158,66.99
b7cf0af2,query,17,325.149
b8e5a9d7,,10,
b97c6f36,query,64,429.345
371b2fbe,explore,179,87.126
392c9861,explore,202,155.705
388e7adf,welcome,75,41.458
38106d1a,query,17,402.236
3908895c,explore,95,36.265
b7f5bb66,query,101,372.899
3.88E+13,query,193,332.188
b8e6681d,explore,42,34.086
37e8bad2,query,128,294.996
3905baf4,explore,22,133.317
b800ff0e,explore,121,106.813
3875fb10,welcome,19,11.046
4.00E+101,query,17,387.913
3861d537,welcome,7,33.057
b7fa5fae,index,51,70.616
b91b59ef,query,61,451.384
37f82166,query,48,377.815
b7f5bb66,explore,26,64.443
b7b79d06,explore,77,147.432
39041af1,index,8,37.277
b78ab09a,explore,98,152.068
b81e28fd,explore,32,105.737
b743e5c6,query,202,372.79
38bf4757,explore,25,109.874
b929ba86,query,81,377.019
b8b6d7a6,query,49,389.103
b6958ebc,query,82,309.376
b8b14542,welcome,19,28.655
385bf153,query,17,346.355
3908895c,query,342,342.6
b7ecd50e,index,16,63.461
b727c7ed,query,23,417.206
370571d4,welcome,7,50.566
3908895c,welcome,8,43.747
b803639d,query,21,465.791
3926e692,query,29,291.016
b895837d,welcome,50,28.934
b826784b,query,26,307.035
387554d0,index,40,55.296
382533f1,query,48,326.924
38498b7e,query,143,391.037
38826074,query,124,474.153
38e7e056,query,38,344.449
3875fb10,query,192,419.501
3795b01d,welcome,15,37.662
b6e567e4,explore,22,78.59
37921011,explore,83,156.024
b8160561,welcome,25,43.183
b914e7a0,index,10,64.589
b8bff102,query,140,362.642
b816ed50,explore,185,117.849
36b6fc81,explore,22,165.434
38b768a6,query,36,309.202
38250955,query,38,307.728
b874f71a,query,127,442.877
38e75f40,explore,22,180.496
b7cf0af2,explore,55,136.93
b7cf0af2,explore,32,123.495
3928b75f,query,17,500.431
b6a42ef9,index,4,36.322
370571d4,query,17,373.318
b6a42ef9,explore,22,93.371
b6b8e96f,query,197,326.391
b8391a61,welcome,20,48.258
b7ecd50e,welcome,7,21.581
b803639d,welcome,7,39.967
37e8bad2,welcome,7,18.495
3827db44,query,31,302.093
37a1058d,index,14,59.117
3472f217,explore,46,158.442
37ad3faf,,33,
37b00432,explore,62,183.016
37e8bad2,index,4,55.981
b92cb918,query,17,396.731
39449ddc,welcome,7,21.242
38b09a88,explore,109,52.679
b8e1fea6,welcome,21,21.581
3431e690,query,245,454.285
37f7103f,explore,45,146.666
388cea01,explore,26,91.445
b8a57e40,explore,26,85.988
b78b6241,query,124,386.18
b887db02,query,51,317.867
b867a142,query,61,306.225
b6b8e96f,query,247,459.986
38fa3202,query,34,320.513
b8a61c3d,welcome,22,10.552
b9036d74,query,236,427.265
3821abf6,explore,26,75.398
b888fdf7,welcome,72,45.623
b7dba582,query,59,411.853
386d2da5,welcome,15,35.793
b83daced,,10,
39244681,,129,
b8c0d87a,query,88,453.342
38826074,explore,205,156.577
396c890c,welcome,9,37.307
3845e841,query,28,344.424
3845e841,explore,115,66.245
388cea01,query,162,513.503
b8cfbab8,welcome,14,33.519
38ff8474,query,17,456.716
b909b158,welcome,94,32.097
377f7199,query,17,399.985
3910ea02,query,98,371.73
38a7586c,explore,193,119.61
383abed1,explore,22,107.415
b98ba0ac,query,62,253.36
39006782,,103,
38dfb031,explore,134,117.393
b92cb918,welcome,19,21.86
b81e28fd,index,43,49.806
b922e3e3,welcome,7,30.484
37b3f54d,welcome,45,32.385
38678694,query,17,343.39
385b8ebd,explore,68,95.055
392c9861,explore,237,159.178
b6e9962b,explore,97,31.359
390a543e,query,31,440.188
b7dc6a9a,index,33,65.411
37f82166,,10,
38b768a6,query,168,286.849
38f5c56b,explore,122,88.585
38d3b1c9,explore,349,17.879
37b00432,explore,71,132.677
38a7586c,,15,
b8656837,query,273,318.815
b7dc6a9a,explore,73,144.101
37a6168f,,13,
b8160561,,10,
b8cc8870,query,17,400.493
38731251,query,160,425.543
38e75f40,query,47,343.451
b836089c,welcome,7,34.055
b8660f88,welcome,17,32.84
b5da8408,query,64,360.935
3857dfc6,query,291,465.839
b898d23e,query,222,392.767
b8bb10b7,welcome,7,22.423
39163a9b,welcome,31,37.879
38a7586c,query,183,378.355
37dbf1b8,query,20,438.623
b8d56faf,welcome,7,32.755
b826784b,query,156,403.815
39041af1,explore,50,118.26
386d2da5,query,18,454.511
b97c6f36,explore,96,98.013
b95624a3,,46,
38ff8474,,153,
38a271d8,,156,
38c9120d,query,159,334.485
37e627d2,explore,200,110.479
b7006301,explore,110,59.547
38b0ba4b,explore,208,74.288
3899ea49,query,82,386.946
b826784b,explore,36,123.782
3.92E+09,query,129,329.125
37db1c2e,query,17,282.199
b8bb10b7,explore,22,182.708
3845e841,query,45,381.106
38a7586c,query,28,317.955
b7f5bb66,query,97,379.784
b8160561,explore,271,107.27
392269f6,explore,23,107.319
3801f09c,query,37,219.234
b84369c5,welcome,7,39.134
38bf4757,query,174,376.437
3941ab5f,query,36,417.75
b89358fa,explore,109,154.895
370571d4,,101,
b826784b,explore,242,75.936
b78e0dd7,index,7,31.7
b8b14542,explore,137,144.301
397850c1,,46,
38731251,welcome,7,31.358
b816ed50,query,171,474.96
3912a215,query,17,242.149
37a1058d,explore,53,126.118
b8463fd8,index,34,50.56
b802185b,explore,341,88.425
37db1c2e,explore,22,73.217
b8a61c3d,index,7,38.96
38d9e91d,,10,
b7e9cf39,,34,
380659cb,,10,
b9069c73,welcome,7,40.768
b9058a3a,query,17,447.061
35f3508e,welcome,135,26.736
b8d66d35,,65,
382db31a,explore,94,113.947
39449ddc,query,42,411.331
3857dfc6,query,64,318.365
35f3508e,query,177,407.31
b853adc7,,14,
37cca1bf,explore,97,73.903
b8989f91,explore,141,168.87
b928afbe,explore,22,117.397
b7b79d06,query,17,335.825
b76cdcea,explore,22,6.975
37ad3faf,,228,
3924671c,explore,39,135.333
39163a9b,,10,
38dbc151,index,4,66.198
38dd988d,,74,
38e2c522,index,42,17.27
3857dfc6,query,235,294.045
34a81b8f,,10,
b82c53e0,query,42,412.062
b8f51d3a,index,7,52.729
b8f365e5,welcome,11,41.455
b63ebe25,welcome,50,47.04
b874f71a,welcome,49,40.562
37295f54,explore,248,104.167
3911c751,index,10,35.042
387950ec,query,25,269.78
3825c62e,explore,75,95.88
35b444af,query,19,312.839
3871107a,explore,122,123.919
38ebf974,welcome,101,23.305
387e161c,explore,223,136.137
3.80E+08,query,81,464.828
b72e9d50,welcome,7,43.203
b4d56bdc,index,4,46.77
38ebf974,query,43,447.644
3912716d,query,352,405.577
386d2da5,,66,
b842859b,explore,366,116.719
b9322811,explore,103,88.618
3861d537,explore,62,82.304
b870db1c,explore,22,135.706
3.80E+08,explore,92,139.091
b7b79d06,welcome,33,31.274
b913fa3d,welcome,64,43.157
b8eb4d4e,welcome,7,32.418
38ef3cac,,28,
3901fa95,query,24,378.741
b8e6681d,query,49,393.783
3905baf4,query,124,422.141
b7599dee,welcome,15,20.701
3882b813,explore,26,110.326
b94a5b1f,query,17,463.017
385d4712,query,88,411.483
b853d519,,10,
39041af1,query,98,381.303
3945ce3a,,15,
b97c6f36,explore,36,69.304
3794ed75,explore,67,168.251
b8e1fea6,,10,
37f7103f,index,27,24.608
379f5fd6,welcome,46,42.783
b8bba093,query,71,400.618
3882b813,explore,24,111.216
b802185b,welcome,57,30.316
b866983b,explore,22,99.089
38e7e056,query,152,396.059
381dc512,explore,211,175.484
b7cf0af2,query,21,444.883
386d2da5,welcome,17,19.046
390c3506,welcome,48,21.428
38250955,explore,108,66.366
b8c69d26,,29,
b98f6b2a,query,64,360.848
b63335a2,explore,92,133.281
b8c172c6,query,231,422.925
b8f51d3a,query,109,458.921
b6a42ef9,query,139,416.448
b8cc8870,query,84,323.275
b7851092,query,49,423.59
390d228a,query,38,245.041
b9036d74,,42,
392269f6,query,118,318.218
3431e690,welcome,15,29.386
b7711fd2,welcome,7,39.025
b8e2850c,,44,
b93c1e35,index,31,65.19
37c8fbf3,explore,22,132.899
b78b6241,query,59,331.896
b913fa3d,explore,22,135.678
37e2e123,welcome,38,23.983
394857b7,explore,190,97.128
b9073d39,index,66,34.339
3791a42e,query,342,432.849
b874f71a,explore,81,127.825
385d4712,welcome,115,41.302
b874f71a,welcome,12,40.659
b8c0d87a,,20,
37e627d2,query,519,389.373
b6e9962b,welcome,19,20.619
38ef3cac,query,26,431.97
b867a142,explore,22,49.548
392c9861,query,154,502.223
35b444af,explore,56,158.518
b7cd9fae,explore,286,153.326
38a271d8,query,17,473.68
b8b1fce4,index,74,32.003
b6958ebc,,10,
b69d376c,explore,155,165.992
379b1d53,welcome,23,46.104
384f2238,query,117,426.866
b8a61c3d,query,29,441.601
b8569c03,query,469,406.383
b73cf870,query,36,388.368
b72f7963,query,248,394.982
38e75f40,welcome,19,25.658
35cfb7c7,query,315,415.814
b8a57e40,welcome,32,36.084
b89358fa,query,223,387.54
b922e3e3,welcome,40,38.187
382db31a,query,140,359.97
388d08f0,welcome,9,39.234
3871107a,,95,
b684a433,explore,88,94.089
38be11d8,query,17,376.794
385bf153,explore,55,98.691
b8660f88,welcome,7,24.64
396c890c,query,169,364.077
38ef3cac,query,37,280.488
b7fddf00,explore,44,104.123
b880fe2e,welcome,28,42.092
3791a42e,query,27,422.049
b6bfc32c,,10,
38106d1a,query,112,390.152
38ef3cac,,10,
382345b2,query,77,443.044
39244681,query,230,407.204
b7f5bb66,explore,125,153.068
3845e841,welcome,7,21.876
39041af1,query,177,417.855
388473f3,welcome,36,33.232
b842859b,explore,33,77.358
b914e7a0,,98,
38d9e91d,query,127,414.781
b98ba0ac,,253,
3849c6fb,explore,27,137.043
38dd988d,query,90,384.181
b8dd316b,index,14,52.743
b81e28fd,query,22,331.961
38f5c56b,explore,70,107.143
